image_name,image_format,file_size,size,location,angle,white_percent,object_percentage,is_deviation,blur_value,image_brightness,contrast,blank_percentage,blank_background_color,create_time,proba,label
119236,JPEG,51,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",2103,181.923,272.283,0.001,0,2019/11/8,1,0
12,jpg,78,"(750, 750)","(111, 94, 603, 594)",1.176,"(0.125, 0.083, 0.148, 0.048)",0.637,"(0.054, True)",223,204.075,61.711,0.792,251,2019/11/8,1,0
120139,JPEG,59,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",2687,124.14,403.136,0.001,0,2019/11/8,1,0
1202,jpg,94,"(500, 500)","(88, 81, 333, 312)",3.417,"(0.162, 0.214, 0.176, 0.158)",0.416,"(0.028, False)",396,191.897,108.472,0.107,253,2019/11/8,1,0
120439,png,27,"(626, 626)","(0, 0, 626, 626)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",216,135.154,66.768,0.001,0,2019/11/8,1,0
1206,jpg,43,"(400, 400)","(60, 36, 269, 334)",0.826,"(0.09, 0.075, 0.15, 0.177)",0.562,"(0.016, False)",617,167.127,154.574,0.107,254,2019/11/8,1,0
1209,jpg,51,"(400, 400)","(64, 66, 285, 280)",0.475,"(0.165, 0.135, 0.16, 0.128)",0.499,"(0.022, False)",1340,218.951,252.221,0.107,254,2019/11/8,1,1
1210,jpg,45,"(358, 358)","(61, 54, 243, 260)",1.011,"(0.151, 0.123, 0.17, 0.151)",0.493,"(0.017, False)",1916,217.601,390.832,0.107,254,2019/11/8,1,0
121127,JPEG,43,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",3227,155.954,450.782,0.001,0,2019/11/8,1,0
121128,png,26,"(626, 626)","(0, 0, 626, 604)",0,"(0.0, 0.035, 0.0, 0.0)",0.965,"(0.018, False)",420,158.64,108.426,0.001,218,2019/11/8,1,0
121766,JPEG,28,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",288,134.188,64.189,0.001,0,2019/11/8,1,0
121861,jpg,48,"(800, 800)","(80, 34, 656, 735)",10.524,"(0.043, 0.039, 0.1, 0.08)",0.753,"(0.01, False)",148,217.416,56.446,0.001,253,2019/11/8,1,0
121941,JPEG,43,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",915,133.642,200.894,0.001,0,2019/11/8,1,0
122326,JPEG,43,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",1066,105.727,196.437,0.001,0,2019/11/8,1,0
122327,JPEG,45,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",1062,116.886,176.465,0.001,0,2019/11/8,1,0
1224,jpg,30,"(300, 300)","(74, 55, 168, 194)",1.206,"(0.183, 0.17, 0.247, 0.193)",0.362,"(0.027, False)",918,212.396,167.774,0.107,254,2019/11/8,1,0
1225,jpg,29,"(300, 300)","(66, 50, 185, 205)",0.9,"(0.167, 0.15, 0.22, 0.163)",0.421,"(0.03, False)",929,202.867,185.086,0.107,254,2019/11/8,1,0
1226,jpg,79,"(600, 600)","(110, 78, 374, 442)",0.365,"(0.13, 0.133, 0.183, 0.193)",0.459,"(0.005, False)",1509,199.849,288.999,0.107,254,2019/11/8,1,1
122699,JPEG,40,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",837,108.418,155.871,0.001,0,2019/11/8,1,0
122734,JPEG,32,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",339,106.286,80.478,0.001,0,2019/11/8,1,0
1229,jpg,54,"(600, 600)","(160, 54, 268, 505)",1.169,"(0.09, 0.068, 0.267, 0.287)",0.376,"(0.015, False)",263,181.941,75.12,0.107,254,2019/11/8,1,0
122949,JPEG,39,"(400, 400)","(0, 0, 400, 400)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",1083,128.881,144.882,0.001,0,2019/11/8,1,0
1230,jpg,56,"(600, 600)","(175, 58, 245, 502)",0.208,"(0.097, 0.067, 0.292, 0.3)",0.342,"(0.016, False)",397,181.164,111.932,0.107,254,2019/11/8,1,0
1233,jpg,59,"(600, 600)","(134, 62, 363, 485)",0,"(0.103, 0.088, 0.223, 0.172)",0.489,"(0.027, False)",449,175.03,114.107,0.107,254,2019/11/8,1,0
1236,jpg,42,"(600, 600)","(195, 62, 212, 498)",0,"(0.103, 0.067, 0.325, 0.322)",0.293,"(0.018, False)",322,178.676,72.125,0.107,254,2019/11/8,1,0
1265,jpg,91,"(350, 350)","(45, 1, 305, 317)",11.725,"(0.003, 0.091, 0.129, 0.0)",0.789,"(0.078, True)",2175,200.168,515.931,0.107,254,2019/11/8,1,0
1269,jpg,102,"(800, 800)","(95, 32, 607, 745)",0,"(0.04, 0.029, 0.119, 0.122)",0.707,"(0.006, False)",173,190.43,75.588,0.107,254,2019/11/8,1,1
127,jpg,177,"(400, 400)","(100, 47, 225, 312)",0.201,"(0.117, 0.102, 0.25, 0.188)",0.439,"(0.032, False)",1418,230.717,260.431,0.726,254,2019/11/8,1,1
1281,jpg,92,"(400, 400)","(120, 1, 280, 323)",32.685,"(0.003, 0.19, 0.3, 0.0)",0.565,"(0.177, True)",1111,226.227,291.713,0.107,254,2019/11/8,1,0
1282,jpg,90,"(400, 400)","(160, 1, 240, 354)",6.387,"(0.003, 0.113, 0.4, 0.0)",0.531,"(0.207, True)",1066,221.638,277.82,0.107,254,2019/11/8,1,0
1283,jpg,93,"(400, 400)","(128, 1, 271, 340)",41.302,"(0.003, 0.147, 0.32, 0.003)",0.576,"(0.175, True)",994,210.009,281.201,0.107,254,2019/11/8,1,0
128499,JPEG,46,"(400, 400)","(0, 0, 400, 394)",0,"(0.0, 0.015, 0.0, 0.0)",0.985,"(0.007, False)",1776,163.664,283.874,0.001,0,2019/11/8,1,0
1288,jpg,52,"(400, 400)","(62, 41, 277, 320)",1.076,"(0.102, 0.098, 0.155, 0.152)",0.554,"(0.003, False)",1143,196.881,274.254,0.107,254,2019/11/8,1,0
129072,jpg,65,"(800, 800)","(247, 17, 342, 764)",0,"(0.021, 0.024, 0.309, 0.264)",0.408,"(0.023, False)",336,155.78,134.848,0.001,253,2019/11/8,1,0
13,jpg,53,"(400, 400)","(68, 31, 260, 326)",0,"(0.077, 0.107, 0.17, 0.18)",0.53,"(0.016, False)",1143,234.33,237.154,0.792,254,2019/11/8,1,1
130340,jpg,125,"(1080, 1440)","(0, 0, 1080, 1440)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",140,131.879,55.141,0.001,0,2019/11/8,1,0
130341,jpg,47,"(540, 960)","(0, 0, 540, 960)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",315,127.14,79.333,0.001,0,2019/11/8,1,0
130717,jpg,207,"(2000, 1504)","(38, 0, 1962, 1504)",0,"(0.0, 0.0, 0.019, 0.0)",0.981,"(0.009, False)",148,148.02,44.592,0.001,0,2019/11/8,1,0
130817,png,31,"(626, 626)","(0, 0, 626, 626)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",869,169.462,216.712,0.001,0,2019/11/8,1,0
131524,jpg,199,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",82,130.512,24.845,0.001,0,2019/11/8,1,0
1318,jpg,86,"(800, 800)","(159, 27, 482, 749)",0,"(0.034, 0.03, 0.199, 0.199)",0.564,"(0.002, False)",521,207.432,120.604,0.107,254,2019/11/8,1,1
132092,jpg,180,"(2000, 1504)","(0, 0, 2000, 1504)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",132,177.968,34.198,0.001,0,2019/11/8,1,0
132093,jpg,190,"(2000, 1504)","(0, 0, 2000, 1504)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",113,188.251,32.835,0.001,0,2019/11/8,1,0
132179,jpg,107,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",20,142.702,9.071,0.001,0,2019/11/8,1,0
132227,jpg,195,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",111,117.019,45.468,0.001,0,2019/11/8,1,0
132229,jpg,158,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",103,93.802,38.316,0.001,0,2019/11/8,1,0
133,png,9,"(400, 400)","(56, 57, 289, 304)",27.915,"(0.142, 0.098, 0.14, 0.138)",0.549,"(0.023, False)",502,190.328,117.05,0.726,253,2019/11/8,1,0
1338,jpg,33,"(400, 400)","(90, 45, 217, 286)",3.576,"(0.113, 0.172, 0.225, 0.233)",0.388,"(0.03, False)",261,172.502,81.444,0.107,254,2019/11/8,1,0
134,jpg,47,"(400, 400)","(62, 59, 273, 290)",0.818,"(0.147, 0.128, 0.155, 0.163)",0.495,"(0.011, False)",2613,200.758,407.736,0.726,254,2019/11/8,1,0
1340,png,77,"(300, 300)","(11, 58, 275, 184)",0.24,"(0.193, 0.193, 0.037, 0.047)",0.562,"(0.005, False)",652,168.137,173.486,0.107,254,2019/11/8,1,0
1343,jpg,121,"(500, 500)","(139, 1, 360, 464)",3.323,"(0.002, 0.07, 0.278, 0.002)",0.668,"(0.142, True)",828,208.706,235.623,0.107,254,2019/11/8,1,0
1348,png,89,"(400, 400)","(139, 1, 261, 359)",7.125,"(0.003, 0.1, 0.347, 0.0)",0.586,"(0.18, True)",1006,225.747,283.659,0.107,254,2019/11/8,1,0
134919,jpg,84,"(752, 1000)","(0, 0, 752, 1000)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",493,188.384,129.95,0.001,0,2019/11/8,1,0
135,jpg,52,"(400, 400)","(71, 41, 252, 320)",0,"(0.102, 0.098, 0.177, 0.193)",0.504,"(0.008, False)",2451,173.937,405.28,0.726,254,2019/11/8,1,0
1350,jpg,52,"(400, 400)","(65, 49, 256, 311)",0.877,"(0.122, 0.1, 0.163, 0.198)",0.498,"(0.021, False)",1767,169.162,349.058,0.107,254,2019/11/8,1,1
1351,jpg,24,"(300, 300)","(104, 30, 94, 240)",0,"(0.1, 0.1, 0.347, 0.34)",0.251,"(0.003, False)",1440,163.312,320.056,0.107,254,2019/11/8,1,0
1354,png,70,"(300, 300)","(59, 26, 158, 246)",2.603,"(0.087, 0.093, 0.197, 0.277)",0.432,"(0.04, False)",557,152.592,129.791,0.107,254,2019/11/8,1,0
1355,jpg,33,"(400, 400)","(107, 43, 191, 306)",3.738,"(0.107, 0.128, 0.268, 0.255)",0.365,"(0.012, False)",414,147.517,114.617,0.107,254,2019/11/8,1,0
1356,jpg,82,"(400, 400)","(119, 42, 176, 315)",0,"(0.105, 0.107, 0.297, 0.263)",0.346,"(0.018, False)",481,103.91,138.734,0.107,254,2019/11/8,1,0
1357,jpg,36,"(300, 300)","(52, 34, 194, 217)",1.736,"(0.113, 0.163, 0.173, 0.18)",0.468,"(0.025, False)",539,195.321,146.068,0.107,254,2019/11/8,1,0
1358,jpg,33,"(300, 300)","(60, 37, 188, 223)",1.478,"(0.123, 0.133, 0.2, 0.173)",0.466,"(0.014, False)",696,157.94,177.217,0.107,254,2019/11/8,1,0
13582,jpg,52,"(800, 800)","(15, 132, 772, 541)",42.155,"(0.165, 0.159, 0.019, 0.016)",0.653,"(0.003, False)",772,195.047,213.782,0.64,254,2019/11/8,1,0
13583,jpg,54,"(800, 800)","(104, 63, 597, 684)",18.366,"(0.079, 0.066, 0.13, 0.124)",0.638,"(0.007, False)",544,184.812,162.007,0.64,254,2019/11/8,1,0
1359,jpg,24,"(250, 250)","(50, 40, 131, 172)",26.017,"(0.16, 0.152, 0.2, 0.276)",0.361,"(0.038, False)",350,180.155,103.97,0.107,254,2019/11/8,1,0
136,jpg,48,"(400, 400)","(78, 40, 246, 325)",0,"(0.1, 0.087, 0.195, 0.19)",0.5,"(0.007, False)",1073,137.883,270.823,0.726,254,2019/11/8,1,0
1360,jpg,32,"(300, 300)","(126, 48, 47, 202)",0,"(0.16, 0.167, 0.42, 0.423)",0.105,"(0.004, False)",322,152.01,81.635,0.107,254,2019/11/8,1,0
136011,jpg,142,"(896, 1920)","(0, 0, 896, 1920)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",131,170.113,48.223,0.001,0,2019/11/8,1,0
136199,jpg,64,"(756, 1008)","(0, 22, 740, 986)",0,"(0.022, 0.0, 0.0, 0.021)",0.957,"(0.015, False)",278,221.584,64.604,0.001,0,2019/11/8,1,0
13628,jpg,44,"(950, 1280)","(0, 224, 759, 1056)",0.438,"(0.175, 0.0, 0.0, 0.201)",0.659,"(0.133, True)",112,144.714,33.082,0.64,0,2019/11/8,1,0
1364,png,201,"(500, 500)","(100, 44, 333, 406)",0,"(0.088, 0.1, 0.2, 0.134)",0.541,"(0.034, False)",1121,216.482,206.2,0.107,253,2019/11/8,1,1
1368,jpg,68,"(350, 350)","(55, 42, 222, 268)",2.651,"(0.12, 0.114, 0.157, 0.209)",0.486,"(0.026, False)",465,202.091,112.134,0.107,254,2019/11/8,1,0
1369,jpg,27,"(300, 300)","(97, 28, 111, 257)",0,"(0.093, 0.05, 0.323, 0.307)",0.317,"(0.023, False)",494,180,116.695,0.107,254,2019/11/8,1,0
137,jpg,46,"(400, 400)","(84, 36, 232, 329)",0,"(0.09, 0.087, 0.21, 0.21)",0.477,"(0.001, False)",1025,149.003,255.572,0.726,254,2019/11/8,1,0
1371,jpg,29,"(300, 300)","(77, 19, 134, 241)",0.509,"(0.063, 0.133, 0.257, 0.297)",0.359,"(0.04, False)",279,202.066,68.363,0.107,254,2019/11/8,1,0
137951,jpg,201,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",289,176.741,70.041,0.001,0,2019/11/8,1,0
137953,jpg,55,"(756, 1008)","(0, 0, 756, 1008)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",467,163.283,97.112,0.001,0,2019/11/8,1,0
138,jpg,151,"(400, 400)","(137, 37, 147, 331)",0,"(0.092, 0.08, 0.343, 0.29)",0.304,"(0.027, False)",1306,197.915,272.384,0.726,254,2019/11/8,1,0
1380,jpg,43,"(400, 400)","(165, 20, 72, 335)",0,"(0.05, 0.113, 0.412, 0.407)",0.151,"(0.031, False)",314,133.854,80.02,0.107,253,2019/11/8,1,0
1381,jpg,70,"(400, 400)","(89, 76, 205, 271)",1.005,"(0.19, 0.133, 0.223, 0.265)",0.347,"(0.036, False)",365,216.279,99.289,0.107,254,2019/11/8,1,0
1382,jpg,51,"(400, 400)","(147, 23, 92, 338)",3.302,"(0.058, 0.098, 0.367, 0.403)",0.194,"(0.027, False)",338,177.497,82.549,0.107,254,2019/11/8,1,0
1383,jpg,38,"(400, 400)","(168, 21, 63, 327)",0,"(0.052, 0.13, 0.42, 0.422)",0.129,"(0.039, False)",240,150.544,53.664,0.107,254,2019/11/8,1,0
1384,jpg,36,"(400, 400)","(166, 28, 67, 321)",2.108,"(0.07, 0.128, 0.415, 0.417)",0.134,"(0.029, False)",240,173.269,49.745,0.107,254,2019/11/8,1,0
138430,jpg,261,"(2016, 1512)","(0, 0, 2016, 1512)",0,"(0.0, 0.0, 0.0, 0.0)",1,"(0.0, False)",387,173.017,102.197,0.001,0,2019/11/8,1,0
139,jpg,50,"(400, 400)","(88, 38, 232, 330)",0.256,"(0.095, 0.08, 0.22, 0.2)",0.478,"(0.013, False)",2033,203.411,356.444,0.726,254,2019/11/8,1,0
14,jpg,161,"(400, 400)","(97, 40, 217, 327)",2.083,"(0.1, 0.083, 0.242, 0.215)",0.443,"(0.016, False)",1020,247.126,212.33,0.792,254,2019/11/8,1,0
140,jpg,74,"(400, 400)","(54, 63, 288, 268)",0.23,"(0.158, 0.172, 0.135, 0.145)",0.482,"(0.009, False)",2761,205.361,535.45,0.726,254,2019/11/8,1,0
1400,jpg,96,"(400, 400)","(87, 51, 226, 249)",0.333,"(0.128, 0.25, 0.217, 0.217)",0.352,"(0.061, True)",541,202.302,124.356,0.107,254,2019/11/8,1,1
141,jpg,44,"(400, 400)","(50, 51, 288, 300)",0.302,"(0.128, 0.122, 0.125, 0.155)",0.54,"(0.015, False)",1830,203.262,366.163,0.726,254,2019/11/8,1,0
1415,png,138,"(450, 450)","(122, 33, 212, 381)",0,"(0.073, 0.08, 0.271, 0.258)",0.399,"(0.007, False)",530,129.572,138.263,0.107,254,2019/11/8,1,0
142,jpg,29,"(400, 400)","(153, 55, 87, 286)",0,"(0.138, 0.147, 0.383, 0.4)",0.156,"(0.01, False)",1424,169.588,241.016,0.726,253,2019/11/8,1,0
1427,jpg,48,"(400, 400)","(84, 74, 254, 273)",0.716,"(0.185, 0.133, 0.21, 0.155)",0.433,"(0.038, False)",1263,168.45,272.691,0.107,253,2019/11/8,1,1
1428,jpg,77,"(600, 600)","(121, 47, 364, 508)",0,"(0.078, 0.075, 0.202, 0.192)",0.514,"(0.005, False)",794,214.333,198.412,0.107,254,2019/11/8,1,0
143,jpg,29,"(400, 400)","(153, 55, 87, 286)",0,"(0.138, 0.147, 0.383, 0.4)",0.156,"(0.01, False)",1424,169.588,241.016,0.726,253,2019/11/8,1,0
1430,jpg,48,"(400, 400)","(54, 48, 312, 327)",0.442,"(0.12, 0.062, 0.135, 0.085)",0.638,"(0.038, False)",445,169.551,144.717,0.107,254,2019/11/8,1,1
1431,jpg,45,"(400, 400)","(88, 50, 271, 303)",0,"(0.125, 0.117, 0.22, 0.102)",0.513,"(0.059, True)",530,173.3,155.286,0.107,254,2019/11/8,1,1
1436,png,109,"(354, 354)","(61, 51, 229, 265)",0.591,"(0.144, 0.107, 0.172, 0.181)",0.484,"(0.019, False)",699,214.42,181.543,0.107,254,2019/11/8,1,0
1437,png,116,"(359, 359)","(50, 52, 260, 263)",0,"(0.145, 0.123, 0.139, 0.136)",0.531,"(0.011, False)",1289,222.797,293.751,0.107,254,2019/11/8,1,0
144,jpg,43,"(400, 400)","(72, 34, 252, 337)",0,"(0.085, 0.072, 0.18, 0.19)",0.531,"(0.008, False)",362,189.313,128.004,0.726,254,2019/11/8,1,0
1443,jpg,30,"(400, 400)","(144, 32, 109, 334)",0.317,"(0.08, 0.085, 0.36, 0.367)",0.228,"(0.005, False)",605,192.95,150.364,0.107,254,2019/11/8,1,0
1444,png,214,"(670, 432)","(95, 52, 494, 339)",0,"(0.12, 0.095, 0.142, 0.121)",0.579,"(0.016, False)",1369,156.219,333.52,0.107,254,2019/11/8,1,0
1445,jpg,43,"(400, 400)","(48, 73, 298, 252)",0,"(0.182, 0.188, 0.12, 0.135)",0.469,"(0.008, False)",1293,144.964,319.74,0.107,254,2019/11/8,1,1
1446,jpg,27,"(260, 260)","(38, 72, 183, 123)",4.764,"(0.277, 0.25, 0.146, 0.15)",0.333,"(0.014, False)",1309,169.262,354.544,0.107,254,2019/11/8,1,0
1447,png,92,"(380, 380)","(48, 125, 297, 192)",1.625,"(0.329, 0.166, 0.126, 0.092)",0.395,"(0.083, True)",534,203.858,149.477,0.107,254,2019/11/8,1,0
1448,jpg,43,"(400, 400)","(48, 73, 298, 252)",0,"(0.182, 0.188, 0.12, 0.135)",0.469,"(0.008, False)",1293,144.964,319.74,0.107,254,2019/11/8,1,1
1449,png,42,"(800, 800)","(336, 163, 113, 482)",0.245,"(0.204, 0.194, 0.42, 0.439)",0.085,"(0.011, False)",126,180.311,28.818,0.107,254,2019/11/8,1,0
145,jpg,51,"(400, 400)","(73, 37, 264, 335)",0,"(0.092, 0.07, 0.182, 0.158)",0.553,"(0.017, False)",795,179.146,251.83,0.726,254,2019/11/8,1,0
1450,jpg,69,"(400, 400)","(37, 132, 324, 141)",0.234,"(0.33, 0.318, 0.092, 0.098)",0.286,"(0.007, False)",744,176.861,184.143,0.107,254,2019/11/8,1,0
1451,jpg,34,"(400, 400)","(125, 50, 153, 290)",0,"(0.125, 0.15, 0.312, 0.305)",0.277,"(0.013, False)",1202,187.128,266.413,0.107,254,2019/11/8,1,1
1452,jpg,64,"(600, 600)","(138, 81, 343, 432)",4.289,"(0.135, 0.145, 0.23, 0.198)",0.412,"(0.017, False)",422,173.555,105.914,0.107,254,2019/11/8,1,0
1453,jpg,69,"(600, 600)","(118, 76, 416, 446)",1.825,"(0.127, 0.13, 0.197, 0.11)",0.515,"(0.043, False)",322,184.588,91.733,0.107,254,2019/11/8,1,0
1454,jpg,57,"(505, 505)","(91, 65, 342, 381)",0,"(0.129, 0.117, 0.18, 0.143)",0.511,"(0.02, False)",444,215.77,132.865,0.107,254,2019/11/8,1,1
1455,jpg,92,"(400, 400)","(110, 68, 198, 267)",0,"(0.17, 0.163, 0.275, 0.23)",0.33,"(0.023, False)",1042,218.782,240.603,0.107,254,2019/11/8,1,0
1456,jpg,99,"(400, 400)","(82, 50, 236, 302)",0.818,"(0.125, 0.12, 0.205, 0.205)",0.445,"(0.003, False)",1492,175.819,338.233,0.107,254,2019/11/8,1,0
1457,jpg,86,"(400, 400)","(77, 60, 240, 275)",1.206,"(0.15, 0.163, 0.193, 0.207)",0.412,"(0.01, False)",1000,165.011,233.158,0.107,254,2019/11/8,1,0
1458,jpg,88,"(400, 400)","(74, 65, 248, 274)",0.298,"(0.163, 0.152, 0.185, 0.195)",0.425,"(0.007, False)",946,187.998,228.394,0.107,254,2019/11/8,1,0
1459,jpg,100,"(400, 400)","(97, 54, 212, 302)",0.967,"(0.135, 0.11, 0.242, 0.228)",0.4,"(0.015, False)",786,237.997,188.066,0.107,254,2019/11/8,1,0
146,jpg,67,"(500, 500)","(92, 45, 304, 425)",0,"(0.09, 0.06, 0.184, 0.208)",0.517,"(0.019, False)",1140,228.197,242.045,0.726,254,2019/11/8,1,0
1460,jpg,89,"(350, 350)","(51, 45, 209, 260)",1.343,"(0.129, 0.129, 0.146, 0.257)",0.444,"(0.056, True)",907,198.904,206.797,0.107,254,2019/11/8,1,1
1461,jpg,92,"(400, 400)","(83, 67, 211, 293)",0,"(0.168, 0.1, 0.207, 0.265)",0.386,"(0.044, False)",911,148.607,214.974,0.107,254,2019/11/8,1,1
1462,jpg,81,"(300, 300)","(52, 50, 190, 209)",0.311,"(0.167, 0.137, 0.173, 0.193)",0.441,"(0.018, False)",1042,225.602,241.866,0.107,254,2019/11/8,1,0
1463,jpg,52,"(557, 557)","(136, 115, 294, 370)",1.005,"(0.206, 0.129, 0.244, 0.228)",0.351,"(0.039, False)",195,209.516,60.269,0.107,254,2019/11/8,1,1
1464,jpg,44,"(800, 800)","(330, 34, 188, 695)",0,"(0.043, 0.089, 0.412, 0.352)",0.204,"(0.038, False)",261,209.251,65.349,0.107,253,2019/11/8,1,0
1465,jpg,45,"(800, 800)","(292, 28, 244, 733)",0,"(0.035, 0.049, 0.365, 0.33)",0.279,"(0.019, False)",243,197.422,53.065,0.107,253,2019/11/8,1,0
147,jpg,205,"(400, 400)","(70, 48, 265, 300)",1.292,"(0.12, 0.13, 0.175, 0.163)",0.497,"(0.008, False)",2469,225.147,468.676,0.726,254,2019/11/8,1,0
1473,jpg,72,"(400, 400)","(112, 61, 167, 297)",0.306,"(0.152, 0.105, 0.28, 0.302)",0.31,"(0.026, False)",621,153.559,142.684,0.107,254,2019/11/8,1,0
1474,JPG,87,"(400, 400)","(85, 24, 226, 352)",17.43,"(0.06, 0.06, 0.212, 0.223)",0.497,"(0.005, False)",404,179.306,98.873,0.107,254,2019/11/8,1,0
1477,JPG,56,"(500, 500)","(49, 154, 400, 222)",3.252,"(0.308, 0.248, 0.098, 0.102)",0.355,"(0.03, False)",255,194.304,57.412,0.107,254,2019/11/8,1,0
1478,png,211,"(400, 400)","(93, 52, 237, 306)",2.974,"(0.13, 0.105, 0.233, 0.175)",0.453,"(0.031, False)",486,187.077,128.952,0.107,254,2019/11/8,1,1
1479,jpg,109,"(400, 400)","(104, 56, 209, 301)",1.953,"(0.14, 0.107, 0.26, 0.217)",0.393,"(0.027, False)",860,192.195,155.169,0.107,254,2019/11/8,1,1
148,jpg,178,"(400, 400)","(52, 87, 288, 257)",0.754,"(0.217, 0.14, 0.13, 0.15)",0.463,"(0.04, False)",1531,183.308,301.859,0.726,254,2019/11/8,1,1
1484,jpg,63,"(800, 800)","(41, 43, 667, 672)",12.167,"(0.054, 0.106, 0.051, 0.115)",0.7,"(0.041, False)",950,232.663,207.909,0.107,254,2019/11/8,1,1
1485,jpg,44,"(400, 400)","(81, 58, 252, 273)",0,"(0.145, 0.172, 0.203, 0.168)",0.43,"(0.022, False)",1302,183.561,240.578,0.107,254,2019/11/8,1,0
1486,jpg,40,"(400, 400)","(54, 72, 303, 253)",0,"(0.18, 0.188, 0.135, 0.107)",0.479,"(0.014, False)",710,168.175,183.894,0.107,254,2019/11/8,1,0
1487,jpg,55,"(400, 400)","(75, 33, 249, 333)",0,"(0.083, 0.085, 0.188, 0.19)",0.518,"(0.002, False)",686,167.437,141.854,0.107,254,2019/11/8,1,0
1488,png,80,"(300, 300)","(59, 51, 191, 217)",0,"(0.17, 0.107, 0.197, 0.167)",0.461,"(0.035, False)",907,200.881,202.904,0.107,254,2019/11/8,1,0
1489,png,91,"(400, 400)","(103, 69, 174, 295)",3.27,"(0.172, 0.09, 0.258, 0.307)",0.321,"(0.048, False)",487,197.419,111.867,0.107,254,2019/11/8,1,0
1490,png,88,"(300, 300)","(50, 38, 203, 242)",2.347,"(0.127, 0.067, 0.167, 0.157)",0.546,"(0.03, False)",884,216.866,184.43,0.107,254,2019/11/8,1,0
1491,jpg,28,"(400, 400)","(138, 31, 138, 341)",1.023,"(0.077, 0.07, 0.345, 0.31)",0.294,"(0.018, False)",355,155.16,90.845,0.107,254,2019/11/8,1,0
14956,jpg,297,"(800, 800)","(113, 108, 582, 648)",0.153,"(0.135, 0.055, 0.141, 0.131)",0.589,"(0.04, False)",1271,160.5,234.886,0.64,254,2019/11/8,1,0
14958,jpg,206,"(800, 800)","(126, 240, 569, 492)",0,"(0.3, 0.085, 0.158, 0.131)",0.437,"(0.108, True)",357,153.079,116.863,0.64,254,2019/11/8,1,0
15,jpg,161,"(400, 400)","(97, 40, 217, 327)",2.083,"(0.1, 0.083, 0.242, 0.215)",0.443,"(0.016, False)",1020,247.126,212.33,0.792,254,2019/11/8,1,0
150,jpg,184,"(400, 400)","(58, 65, 291, 287)",0.796,"(0.163, 0.12, 0.145, 0.128)",0.522,"(0.023, False)",1559,179.997,367.32,0.726,254,2019/11/8,1,1
1505,png,43,"(360, 360)","(145, 47, 74, 277)",0,"(0.131, 0.1, 0.403, 0.392)",0.158,"(0.016, False)",545,222.996,123.571,0.107,254,2019/11/8,1,0
1506,png,69,"(485, 485)","(204, 44, 104, 390)",0,"(0.091, 0.105, 0.421, 0.365)",0.172,"(0.029, False)",559,226.893,126.048,0.107,254,2019/11/8,1,1
1507,jpg,61,"(400, 400)","(161, 36, 84, 328)",0,"(0.09, 0.09, 0.403, 0.388)",0.172,"(0.007, False)",1142,210.644,206.091,0.107,254,2019/11/8,1,1
1508,jpg,48,"(400, 400)","(162, 38, 79, 325)",0,"(0.095, 0.092, 0.405, 0.398)",0.16,"(0.004, False)",956,209.359,171.236,0.107,254,2019/11/8,1,1
